date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,importance,home_elo_before,away_elo_before,home_elo_after,away_elo_after
1967-01-26,Uruguay,Chile,2,2,Copa América,Montevideo,Uruguay,False,3.5,1063.4436054759838,969.8356350612058,1063.1326131123615,970.1466274248281
1967-01-26,Liberia,Guinea,2,2,African Cup of Nations qualification,Monrovia,Liberia,False,2.5,996.0430406962042,999.515560430538,996.0513695022946,999.5072316244476
1967-01-28,Bolivia,Venezuela,0,3,Copa América,Montevideo,Uruguay,True,3.5,956.9607161929824,989.007387444735,955.3181914538234,990.649912183894
1967-01-28,Argentina,Chile,2,0,Copa América,Montevideo,Uruguay,True,3.5,1118.037204369755,970.1466274248281,1119.3035117059883,968.8803200885948
1967-01-28,Nigeria,Ghana,2,2,Friendly,Lagos,Nigeria,False,1.0,998.1164151583299,1022.0850945181957,998.1393947598324,1022.0621149166932
1967-01-29,Sudan,German DR,1,2,Friendly,Khartoum,Sudan,False,1.0,1003.0864936931787,996.0678115636522,1002.5797603032474,996.5745449535834
1967-01-29,Burkina Faso,Niger,3,2,Friendly,Ouagadougou,Upper Volta,False,1.0,998.4979601067539,999.0011977241436,998.9984429180355,998.500714912862
1967-01-29,Uruguay,Paraguay,2,0,Copa América,Montevideo,Uruguay,False,3.5,1063.1326131123615,992.1208849181639,1064.6456250954511,990.6078729350742
1967-01-31,Niger,Congo,1,3,Friendly,Niamey,Niger,False,1.0,998.500714912862,1000.501711465886,998.0026346804424,1000.9997916983057
1967-02-01,Bolivia,Chile,0,0,Copa América,Montevideo,Uruguay,True,3.5,955.3181914538234,968.8803200885948,955.3637219443914,968.8347895980268
1967-02-01,Turkey,Spain,0,0,UEFA Euro qualification,Istanbul,Turkey,False,2.5,991.1000722824002,1029.5551074443906,991.1921406546054,1029.4630390721854
1967-02-01,Venezuela,Paraguay,3,5,Copa América,Montevideo,Uruguay,True,3.5,990.649912183894,990.6078729350742,988.8997710187623,992.3580141002059
1967-02-02,Uruguay,Argentina,1,0,Copa América,Montevideo,Uruguay,False,3.5,1064.6456250954511,1119.3035117059883,1066.5784928172136,1117.3706439842258
1967-02-03,Mali,Congo,1,0,Friendly,Bamako,Mali,False,1.0,997.1219867076923,1000.9997916983057,997.6257070456849,1000.4960713603131
1967-02-05,Mali,Algeria,0,3,African Cup of Nations qualification,Bamako,Mali,False,2.5,997.6257070456849,999.1459725524487,996.3793534318972,1000.3923261662363
1967-02-05,Tunisia,Cameroon,4,0,African Cup of Nations qualification,Tunis,Tunisia,False,2.5,1000.1400102517168,1002.9391804457395,1001.3967240700317,1001.6824666274246
1967-02-09,Nicaragua,Panama,3,1,CONCACAF Championship qualification,Guatemala City,Guatemala,True,2.5,981.419183321922,991.2819810248873,982.6928366762356,990.0083276705736
1967-02-12,Guatemala,Panama,3,1,CONCACAF Championship qualification,Guatemala City,Guatemala,False,2.5,995.8762205407056,990.0083276705736,997.112146841004,988.7724013702752
1967-02-12,Iraq,German DR,1,1,Friendly,Baghdad,Iraq,False,1.0,1002.9689801522301,996.5745449535834,1002.9628455720893,996.5806795337242
1967-02-12,Burkina Faso,Algeria,1,2,African Cup of Nations qualification,Ouagadougou,Upper Volta,False,2.5,998.9984429180355,1000.3923261662363,997.7517861754683,1001.6389829088035
1967-02-12,Ghana,Nigeria,2,0,Friendly,Accra,Ghana,False,1.0,1022.0621149166932,998.1393947598324,1022.5391793159719,997.6623303605537
1967-02-14,Guatemala,Nicaragua,3,1,CONCACAF Championship qualification,Guatemala City,Guatemala,False,2.5,997.112146841004,982.6928366762356,998.3275705711926,981.477412946047
1967-02-15,Greece,Libya,4,0,Friendly,Athens,Greece,False,1.0,983.8252477914557,999.9918858198542,984.3407532597156,999.4763803515943
1967-02-18,Togo,DR Congo,2,4,Friendly,Lomé,Togo,False,1.0,997.5717877731585,996.2313204604459,997.0705017176396,996.7326065159648
1967-02-19,Ethiopia,Kenya,2,0,Friendly,Khartoum,Sudan,True,1.0,998.559600127779,1001.9479447542172,999.0628508952358,1001.4446939867605
1967-02-19,Ghana,Ivory Coast,2,2,Friendly,Accra,Ghana,False,1.0,1022.5391793159719,1007.6352902144628,1022.5248842657483,1007.6495852646864
1967-02-19,Tunisia,Congo,1,1,African Cup of Nations qualification,Tunis,Tunisia,False,2.5,1001.3967240700317,1000.4960713603131,1001.3945638331163,1000.4982315972285
1967-02-21,Sudan,Tanzania,1,0,Friendly,Khartoum,Sudan,False,1.0,1002.5797603032474,995.2076657852901,1003.0726879104149,994.7147381781227
1967-02-22,Germany,Morocco,5,1,Friendly,Karlsruhe,Germany,False,1.0,1058.1904944982982,998.962607864921,1058.6339140291543,998.5191883340649
1967-02-22,Turkey,Republic of Ireland,2,1,UEFA Euro qualification,Ankara,Turkey,False,2.5,991.1921406546054,992.5577813776497,992.4454161720782,991.3045058601768
1967-02-23,Kenya,Tanzania,2,0,Friendly,Khartoum,Sudan,True,1.0,1001.4446939867605,994.7147381781227,1001.9382375556819,994.2211946092013
1967-02-24,Sudan,Ethiopia,1,1,Friendly,Khartoum,Sudan,False,1.0,1003.0726879104149,999.0628508952358,1003.068840906772,999.0666978988786
1967-02-24,Uganda,DR Congo,0,5,Friendly,Kampala,Uganda,False,1.0,1002.3371162092601,996.7326065159648,1001.8317393913369,997.237983333888
1967-02-25,Guinea,Senegal,3,0,African Cup of Nations qualification,Conakry,Guinea,False,2.5,999.5072316244476,1002.4663803636485,1000.7643291437706,1001.2092828443255
1967-02-26,Cameroon,Congo,1,1,African Cup of Nations qualification,Yaoundé,Cameroon,False,2.5,1001.6824666274246,1000.4982315972285,1001.6796262136393,1000.5010720110138
1967-02-26,Sudan,Ethiopia,5,3,Friendly,Khartoum,Sudan,False,1.0,1003.068840906772,999.0666978988786,1003.565001284404,998.5705375212466
1967-02-28,Ethiopia,Sudan,2,1,Friendly,Addis Ababa,Ethiopia,False,1.0,998.5705375212466,1003.565001284404,999.0753291153094,1003.0602096903413
1967-02-28,France,Corsica,0,2,Friendly,Marseille,France,False,1.0,996.0481936779341,1000.0,995.5519850095717,1000.4962086683624
1967-03-05,Honduras,Trinidad and Tobago,1,0,CONCACAF Championship,Tegucigalpa,Honduras,False,3.5,991.3011640589696,1012.1294279749915,993.1210668349383,1010.3095251990227
1967-03-05,Uganda,Kenya,2,1,African Cup of Nations qualification,Kampala,Uganda,False,2.5,1001.8317393913369,1001.9382375556819,1003.0819948299642,1000.6879821170546
1967-03-05,Benin,Congo,1,1,Friendly,Cotonou,Dahomey,False,1.0,1000.0187136763109,1000.5010720110138,1000.0191764558083,1000.5006092315164
1967-03-05,Ivory Coast,Liberia,1,1,Friendly,Abidjan,Ivory Coast,False,1.0,1007.6495852646864,996.0513695022946,1007.6384596519256,996.0624951150554
1967-03-06,Haiti,Guatemala,1,2,CONCACAF Championship,Tegucigalpa,Honduras,True,3.5,997.2441072070689,998.3275705711926,995.4977454031059,1000.0739323751556
1967-03-06,Mexico,Nicaragua,4,0,CONCACAF Championship,Tegucigalpa,Honduras,True,3.5,1012.3391770540992,981.477412946047,1013.9856661759127,979.8309238242335
1967-03-07,Libya,Sudan,1,1,Friendly,Tripoli,Libya,False,1.0,999.4763803515943,1003.0602096903413,999.479818660734,1003.0567713812015
1967-03-08,Greece,Romania,1,2,Friendly,Athens,Greece,False,1.0,984.3407532597156,997.7311278396664,983.8535972988069,998.2182838005751
1967-03-08,Haiti,Trinidad and Tobago,2,3,CONCACAF Championship,Tegucigalpa,Honduras,True,3.5,995.4977454031059,1010.3095251990227,993.7974690329401,1012.0098015691885
1967-03-08,Honduras,Nicaragua,1,1,CONCACAF Championship,Tegucigalpa,Honduras,False,3.5,993.1210668349383,979.8309238242335,993.0764490489349,979.875541610237
1967-03-10,Guatemala,Mexico,1,0,CONCACAF Championship,Tegucigalpa,Honduras,True,3.5,1000.0739323751556,1013.9856661759127,1001.8706360023973,1012.1889625486709
1967-03-10,Haiti,Nicaragua,2,1,CONCACAF Championship,Tegucigalpa,Honduras,True,3.5,993.7974690329401,979.875541610237,995.5007312005596,978.1722794426174
1967-03-10,Iraq,Sudan,2,2,Friendly,Tripoli,Libya,True,1.0,1002.9628455720893,1003.0567713812015,1002.9629356854916,1003.0566812677993
1967-03-12,Algeria,Mali,1,0,African Cup of Nations qualification,Oran,Algeria,False,2.5,1001.6389829088035,996.3793534318972,1002.876367978316,995.1419683623848
1967-03-12,Mexico,Trinidad and Tobago,4,0,CONCACAF Championship,Tegucigalpa,Honduras,True,3.5,1012.1889625486709,1012.0098015691885,1013.9383609374854,1010.260403180374
1967-03-12,Nigeria,Ivory Coast,0,0,African Cup of Nations qualification,Lagos,Nigeria,False,2.5,997.6623303605537,1007.6384596519256,997.6862554451889,1007.6145345672904
1967-03-12,Kenya,Uganda,3,3,African Cup of Nations qualification,Nairobi,Kenya,False,2.5,1000.6879821170546,1003.0819948299642,1000.6937241787331,1003.0762527682857
1967-03-12,Honduras,Guatemala,0,0,CONCACAF Championship,Tegucigalpa,Honduras,False,3.5,993.0764490489349,1001.8706360023973,993.1059765685418,1001.8411084827904
1967-03-12,Libya,Iraq,0,1,Friendly,Tripoli,Libya,False,1.0,999.479818660734,1002.9629356854916,998.9831603498687,1003.459593996357
1967-03-14,Haiti,Mexico,0,1,CONCACAF Championship,Tegucigalpa,Honduras,True,3.5,995.5007312005596,1013.9383609374854,993.8126177744314,1015.6264743636136
1967-03-14,Trinidad and Tobago,Guatemala,0,2,CONCACAF Championship,Tegucigalpa,Honduras,True,3.5,1010.260403180374,1001.8411084827904,1008.4821341818595,1003.619377481305
1967-03-17,Nicaragua,Trinidad and Tobago,1,3,CONCACAF Championship,Tegucigalpa,Honduras,True,3.5,978.1722794426174,1008.4821341818595,976.523943413036,1010.1304702114409
1967-03-17,Honduras,Haiti,2,0,CONCACAF Championship,Tegucigalpa,Honduras,False,3.5,993.1059765685418,993.8126177744314,994.8583494234516,992.0602449195216
1967-03-18,DR Congo,Sudan,3,2,African Cup of Nations qualification,Kinshasa,Congo-Kinshasa,False,2.5,997.237983333888,1003.0566812677993,998.5019390530817,1001.7927255486055
1967-03-19,Senegal,Guinea,4,1,African Cup of Nations qualification,Dakar,Senegal,False,2.5,1001.2092828443255,1000.7643291437706,1002.4582156115035,999.5153963765925
1967-03-19,Congo,Ghana,3,1,Friendly,Brazzaville,Congo,False,1.0,1000.5006092315164,1022.5248842657483,1001.0217269809235,1022.0037665163411
1967-03-19,Honduras,Mexico,0,1,CONCACAF Championship,Tegucigalpa,Honduras,False,3.5,994.8583494234516,1015.6264743636136,993.1780505778358,1017.3067732092294
1967-03-19,Guatemala,Nicaragua,2,0,CONCACAF Championship,Tegucigalpa,Honduras,True,3.5,1003.619377481305,976.523943413036,1005.2784746232783,974.8648462710628
1967-03-19,Luxembourg,Belgium,0,5,UEFA Euro qualification,Luxembourg,Luxembourg,False,2.5,963.1360135104517,977.470096708624,961.9203855166414,978.6857247024343
1967-03-22,Hong Kong,Vietnam Republic,2,0,AFC Asian Cup qualification,So Kon Po,Hong Kong,False,2.5,993.2177714874032,1003.5039769784069,994.4924400168958,1002.2293084489143
1967-03-22,Germany,Bulgaria,1,0,Friendly,Hanover,Germany,False,1.0,1058.6339140291543,986.1898694952167,1059.0648546943212,985.7589288300499
1967-03-22,Algeria,Hungary,0,1,Friendly,Algiers,Algeria,False,1.0,1002.876367978316,1069.6361926581462,1002.440069990182,1070.0724906462801
1967-03-22,Cyprus,Italy,0,2,UEFA Euro qualification,Nicosia,Cyprus,False,2.5,993.3879295323547,1050.0588363019306,992.2733229427345,1051.1734428915508
1967-03-22,France,Romania,1,2,Friendly,Paris,France,False,1.0,995.5519850095717,998.2182838005751,995.0545430621901,998.7157257479568
1967-03-24,Egypt,Libya,3,2,African Cup of Nations qualification,Cairo,Egypt,False,2.5,1006.6038626266131,998.9831603498687,1007.8355854756949,997.751437500787
1967-03-24,Thailand,Vietnam Republic,0,1,AFC Asian Cup qualification,So Kon Po,Hong Kong,True,2.5,986.0376266321781,1002.2293084489143,984.826450313153,1003.4404847679393
1967-03-27,Italy,Portugal,1,1,Friendly,Rome,Italy,False,1.0,1051.1734428915508,1000.5013921314055,1051.1249802186971,1000.5498548042592
1967-03-28,Gabon,Ivory Coast,0,3,Friendly,Libreville,Gabon,False,1.0,998.0060538295443,1007.6145345672904,997.5152712620479,1008.1053171347868
1967-03-29,Vietnam Republic,Malaysia,0,2,AFC Asian Cup qualification,So Kon Po,Hong Kong,True,2.5,1003.4404847679393,995.4004622588891,1002.1712020935543,996.6697449332742
1967-04-02,Togo,Niger,1,0,African Cup of Nations qualification,Lomé,Togo,False,2.5,997.0705017176396,998.0026346804424,998.3227374605314,996.7503989375506
1967-04-02,Vietnam Republic,Singapore,3,0,AFC Asian Cup qualification,So Kon Po,Hong Kong,True,2.5,1002.1712020935543,987.9222761420119,1003.3870341857231,986.7064440498431
1967-04-02,Sudan,DR Congo,1,0,African Cup of Nations qualification,Khartoum,Sudan,False,2.5,1001.7927255486055,998.5019390530817,1003.0348326160818,997.2598319856055
1967-04-02,Guinea,Liberia,3,0,African Cup of Nations qualification,Conakry,Guinea,False,2.5,999.5153963765925,996.0624951150554,1000.7571146238446,994.8207768678034
1967-04-05,German DR,Netherlands,4,3,UEFA Euro qualification,Leipzig,German DR,False,2.5,996.5806795337242,1001.4133349809746,997.8422704519061,1000.1517440627927
1967-04-06,Jersey,Alderney,3,1,Muratti Vase,Jersey,Jersey,False,1.0,1009.241952659776,975.4778445341913,1009.7096042683809,975.0101929255864
1967-04-08,Germany,Albania,6,0,UEFA Euro qualification,Dortmund,Germany,False,2.5,1059.0648546943212,991.9734346629706,1060.154817297855,990.8834720594366
1967-04-09,Algeria,Burkina Faso,3,1,African Cup of Nations qualification,Algiers,Algeria,False,2.5,1002.440069990182,997.7517861754683,1003.6788253222405,996.5130308434098
1967-04-09,Liberia,Senegal,1,1,African Cup of Nations qualification,Monrovia,Liberia,False,2.5,994.8207768678034,1002.4582156115035,994.8390941529739,1002.439898326333
1967-04-12,Northern Ireland,Wales,0,0,British Home Championship,Belfast,Northern Ireland,False,1.0,956.6492484595316,972.1133247327895,956.6640805031675,972.0984926891535
1967-04-15,England,Scotland,2,3,British Home Championship,London,England,False,1.0,1072.725061973331,1034.9125237987826,1072.1888477540622,1035.4487380180515
1967-04-15,Nigeria,Togo,4,2,African Cup of Nations qualification,Lagos,Nigeria,False,2.5,997.6862554451889,998.3227374605314,998.9377820631804,997.0712108425398
1967-04-16,Luxembourg,Poland,0,0,UEFA Euro qualification,Luxembourg,Luxembourg,False,2.5,961.9203855166414,985.064563566668,961.9758609677598,985.0090881155496
1967-04-16,Belgium,Netherlands,1,0,Friendly,Antwerp,Belgium,False,1.0,978.6857247024343,1000.1517440627927,979.206307786943,999.631160978284
1967-04-19,Congo,DR Congo,3,1,Friendly,Brazzaville,Congo,False,1.0,1001.0217269809235,997.2598319856055,1001.5181178422177,996.7634411243113
1967-04-23,Hungary,Yugoslavia,1,0,Friendly,Budapest,Hungary,False,1.0,1070.0724906462801,1027.8292734171532,1070.532050590519,1027.3697134729143
1967-04-23,Romania,Cyprus,7,0,UEFA Euro qualification,Bucharest,Romania,False,2.5,998.7157257479568,992.2733229427345,999.9502742634959,991.0387744271953
1967-04-30,Ivory Coast,Togo,3,0,African Cup of Nations qualification,Abidjan,Ivory Coast,False,2.5,1008.1053171347868,997.0712108425398,1009.3288554963298,995.8476724809968
1967-05-03,Switzerland,Czechoslovakia,1,2,Friendly,Basel,Switzerland,False,1.0,959.2632716503285,1025.6348161830988,958.8266071541054,1026.071480679322
1967-05-03,Yugoslavia,Germany,1,0,UEFA Euro qualification,Belgrade,Yugoslavia,False,2.5,1027.3697134729143,1060.154817297855,1028.6982458311863,1058.826284939583
1967-05-07,Ivory Coast,Nigeria,2,0,African Cup of Nations qualification,Abidjan,Ivory Coast,False,2.5,1009.3288554963298,998.9377820631804,1010.5539355372997,997.7127020222105
1967-05-09,Guernsey,Jersey,1,3,Muratti Vase,Guernsey,Guernsey,False,1.0,1015.2802028060328,1009.7096042683809,1014.7748585190873,1010.2149485553264
1967-05-10,Finland,Greece,1,1,UEFA Euro qualification,Helsinki,Finland,False,2.5,940.9200858380437,983.8535972988069,941.0228306582072,983.7508524786434
1967-05-10,Hungary,Netherlands,2,1,UEFA Euro qualification,Budapest,Hungary,False,2.5,1070.532050590519,999.631160978284,1071.6130344169112,998.5501771518918
1967-05-10,Scotland,Russia,0,2,Friendly,Glasgow,Scotland,False,1.0,1035.4487380180515,1039.6038331326195,1034.9527243752812,1040.0998467753898
1967-05-14,Albania,Yugoslavia,0,2,UEFA Euro qualification,Tirana,Albania,False,2.5,990.8834720594366,1028.6982458311863,989.7240129416166,1029.8577049490063
1967-05-14,Suriname,French Guiana,6,1,Friendly,Paramaribo,Dutch Guyana,False,1.0,1000.6302071681554,995.5278556586075,1001.1253120751735,995.0327507515893
1967-05-15,Suriname,French Guiana,3,0,Friendly,Paramaribo,Dutch Guyana,False,1.0,1001.1253120751735,995.0327507515893,1001.619467074413,994.5385957523498
1967-05-16,Israel,Scotland,1,2,Friendly,Ramat Gan,Israel,False,1.0,989.4190311358917,1034.9527243752812,988.962605815084,1035.409149696089
1967-05-17,Congo,Tanzania,6,1,Friendly,Brazzaville,Congo,False,1.0,1001.5181178422177,994.2211946092013,1002.011117555219,993.7281948962001
1967-05-17,Sweden,German DR,0,1,Friendly,Helsingborg,Sweden,False,1.0,1043.7699015011228,997.8422704519061,1043.2259517691748,998.3862201838541
1967-05-21,Congo,Cameroon,2,1,African Cup of Nations qualification,Brazzaville,Congo,False,2.5,1002.011117555219,1001.6796262136393,1003.2603224646788,1000.4304213041795
1967-05-21,Republic of Ireland,Czechoslovakia,0,2,UEFA Euro qualification,Dublin,Republic of Ireland,False,2.5,991.3045058601768,1026.071480679322,990.1377718712832,1027.2382146682155
1967-05-21,Poland,Belgium,3,1,UEFA Euro qualification,Chorzów,Poland,False,2.5,985.0090881155496,979.206307786943,986.2451705704024,977.9702253320902
1967-05-24,Denmark,Hungary,0,2,UEFA Euro qualification,Copenhagen,Denmark,False,2.5,995.5069224944205,1071.6130344169112,994.4381783382522,1072.6817785730796
1967-05-24,England,Spain,2,0,Friendly,London,England,False,1.0,1072.1888477540622,1029.4630390721854,1072.6479477583732,1029.0039390678744
1967-05-24,Ghana,DR Congo,2,0,Friendly,Accra,Ghana,False,1.0,1022.0037665163411,996.7634411243113,1022.4795696002767,996.2876380403757
1967-05-24,Switzerland,Romania,7,1,UEFA Euro qualification,Zürich,Switzerland,False,2.5,958.8266071541054,999.9502742634959,960.1750391297425,998.6018422878589
1967-05-27,Austria,England,0,1,Friendly,Vienna,Austria,False,1.0,1017.1458634533969,1072.6479477583732,1016.6989123257611,1073.094898886009
1967-05-28,Russia,Mexico,2,0,Friendly,Leningrad,Soviet Union,False,1.0,1040.0998467753898,1017.3067732092294,1040.5779927947847,1016.8286271898345
1967-05-31,Spain,Turkey,2,0,UEFA Euro qualification,Bilbao,Spain,False,2.5,1029.0039390678744,992.4454161720782,1030.1663960453934,991.2829591945592
1967-06-01,Finland,Norway,0,2,Nordic Championship,Helsinki,Finland,False,1.0,941.0228306582072,971.6134787487425,940.552145985367,972.0841634215827
1967-06-01,Sweden,Portugal,1,1,UEFA Euro qualification,Solna,Sweden,False,2.5,1043.2259517691748,1000.5498548042592,1043.1238202179,1000.6519863555341
1967-06-03,France,Russia,2,4,Friendly,Paris,France,False,1.0,995.0545430621901,1040.5779927947847,994.5981079882798,1041.0344278686948
1967-06-04,Belarus,Mexico,2,1,Friendly,Minsk,Soviet Union,False,1.0,998.9937627854746,1016.8286271898345,999.5108670642127,1016.3115229110964
1967-06-04,Denmark,German DR,1,1,UEFA Euro qualification,Copenhagen,Denmark,False,2.5,994.4381783382522,998.3862201838541,994.4476476386695,998.3767508834368
1967-06-04,Uganda,Egypt,0,1,African Cup of Nations qualification,Kampala,Uganda,False,2.5,1003.0762527682857,1007.8355854756949,1001.837667834853,1009.0741704091275
1967-06-08,Norway,Portugal,1,2,UEFA Euro qualification,Oslo,Norway,False,2.5,972.0841634215827,1000.6519863555341,970.9026155424967,1001.8335342346201
1967-06-11,Russia,Austria,4,3,UEFA Euro qualification,Moscow,Soviet Union,False,2.5,1041.0344278686948,1016.6989123257611,1042.2261008858088,1015.5072393086472
1967-06-11,Sweden,Bulgaria,0,2,UEFA Euro qualification,Solna,Sweden,False,2.5,1043.1238202179,985.7589288300499,1041.7367820340003,987.1459670139496
1967-06-18,Czechoslovakia,Turkey,3,0,UEFA Euro qualification,Bratislava,Czechoslovakia,False,2.5,1027.2382146682155,991.2829591945592,1028.4021116174672,990.1190622453075
1967-06-22,Uganda,Zambia,1,3,Friendly,Kampala,Uganda,False,1.0,1001.837667834853,1004.9052117370713,1001.3406108345579,1005.4022687373665
1967-06-25,Denmark,Sweden,1,1,Nordic Championship,Copenhagen,Denmark,False,1.0,994.4476476386695,1041.7367820340003,994.492893218215,1041.6915364544548
1967-06-25,Romania,Italy,0,1,UEFA Euro qualification,Bucharest,Romania,False,2.5,998.6018422878589,1051.1249802186971,997.4773956082762,1052.2494268982798
1967-06-25,Uruguay,Brazil,0,0,Copa Rio Branco,Montevideo,Uruguay,False,1.0,1066.5784928172136,1089.8263449434962,1066.6007822668662,1089.8040554938436
1967-06-28,Uruguay,Brazil,2,2,Copa Rio Branco,Montevideo,Uruguay,False,1.0,1066.6007822668662,1089.8040554938436,1066.6230290318888,1089.781808728821
1967-06-29,Norway,Bulgaria,0,0,UEFA Euro qualification,Oslo,Norway,False,2.5,970.9026155424967,987.1459670139496,970.9415630345563,987.10701952189
1967-07-01,Uruguay,Brazil,1,1,Copa Rio Branco,Montevideo,Uruguay,False,1.0,1066.6230290318888,1089.781808728821,1066.6452331936991,1089.7596045670107
1967-07-02,Senegal,Liberia,4,1,African Cup of Nations qualification,Dakar,Senegal,False,2.5,1002.439898326333,994.8390941529739,1003.6716688913589,993.607323587948
1967-07-06,Tanzania,Zambia,2,2,Friendly,Dar es Salaam,Tanzania,False,1.0,993.7281948962001,1005.4022687373665,993.7393932517246,1005.391070381842
1967-07-08,Benin,Ghana,2,1,Friendly,Cotonou,Dahomey,False,1.0,1000.0191764558083,1022.4795696002767,1000.5407118602445,1021.9580341958405
1967-07-08,Tanzania,Zambia,2,1,Friendly,Dar es Salaam,Tanzania,False,1.0,993.7393932517246,1005.391070381842,994.250570130368,1004.8798935031986
1967-07-16,Russia,Greece,4,0,UEFA Euro qualification,Tbilisi,Soviet Union,False,2.5,1042.2261008858088,983.7508524786434,1043.3364321088636,982.6405212555886
1967-07-28,Peru,Uruguay,0,1,Friendly,Lima,Peru,False,1.0,982.4327993563136,1066.6452331936991,982.0128977104682,1067.0651348395445
1967-07-28,Peru,Japan,1,0,Friendly,Lima,Peru,False,1.0,982.0128977104682,996.3549374379918,982.5266541407465,995.8411810077135
1967-07-29,South Korea,Indonesia,1,1,AFC Asian Cup qualification,Taipei,Taiwan,True,2.5,1015.0804860211383,1002.7329056205268,1015.0508755671876,1002.7625160744775
1967-07-30,Guyana,Suriname,2,2,Friendly,Georgetown,Guyana,False,1.0,988.8407266615363,1001.619467074413,988.8529842622237,1001.6072094737257
1967-07-30,Peru,Uruguay,1,2,Friendly,Lima,Peru,False,1.0,982.5266541407465,1067.0651348395445,982.1070572493762,1067.4847317309147
1967-07-30,Peru,Japan,0,0,Friendly,Lima,Peru,False,1.0,982.1070572493762,995.8411810077135,982.120230861766,995.8280073953238
1967-07-31,Guyana,Suriname,0,1,Friendly,Georgetown,Guyana,False,1.0,988.8529842622237,1001.6072094737257,988.3652183568789,1002.0949753790704
1967-08-01,Japan,South Korea,2,1,AFC Asian Cup qualification,Taipei,Taiwan,True,2.5,995.8280073953238,1015.0508755671876,997.1240930488201,1013.7547899136913
1967-08-01,Mauritania,Tanzania,1,1,Friendly,Nouakchott,Mauritania,False,1.0,997.007047265222,994.250570130368,997.0044026968997,994.2532146986904
1967-08-01,Niger,Burkina Faso,2,3,Friendly,Niamey,Niger,False,1.0,996.7503989375506,996.5130308434098,996.2501712041351,997.0132585768253
1967-08-02,Guyana,Suriname,0,2,Friendly,Georgetown,Guyana,False,1.0,988.3652183568789,1002.0949753790704,987.8783877826837,1002.5818059532656
1967-08-02,Tanzania,Mauritius,1,0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,2.5,994.2532146986904,1009.2815381604041,995.5392505373151,1007.9955023217794
1967-08-02,DR Congo,Ethiopia,1,0,Friendly,Kinshasa,Congo-Kinshasa,False,1.0,996.2876380403757,999.0753291153094,996.7903125548312,998.5726546008539
1967-08-03,Japan,Philippines,2,0,AFC Asian Cup qualification,Taipei,Taiwan,True,2.5,997.1240930488201,985.6746192705373,998.3466356040711,984.4520767152862
1967-08-05,Japan,Indonesia,2,1,AFC Asian Cup qualification,Taipei,Taiwan,True,2.5,998.3466356040711,1002.7625160744775,999.6072269553312,1001.5019247232175
1967-08-05,South Korea,Philippines,7,0,AFC Asian Cup qualification,Taipei,Taiwan,True,2.5,1013.7547899136913,984.4520767152862,1014.9345805620503,983.2722860669272
1967-08-07,Indonesia,Philippines,6,0,AFC Asian Cup qualification,Taipei,Taiwan,True,2.5,1001.5019247232175,983.2722860669272,1002.708218282757,982.0659925073877
1967-08-10,DR Congo,Mali,2,2,Friendly,Kinshasa,Congo-Kinshasa,False,1.0,996.7903125548312,995.1419683623848,996.7887311214523,995.1435497957636
1967-08-10,Hong Kong,Thailand,1,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1.0,994.4924400168958,984.826450313153,994.9831674285521,984.3357229014968
1967-08-10,Malaysia,Western Australia,3,2,Merdeka Tournament,Kuala Lumpur,Malaysia,False,1.0,996.6697449332742,1000.0,997.1729399713156,999.4968049619586
1967-08-10,Sweden,Finland,2,0,Nordic Championship,Solna,Sweden,False,1.0,1041.6915364544548,940.552145985367,1042.095702373888,940.1479800659339
1967-08-11,Indonesia,South Korea,1,3,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1.0,1002.708218282757,1014.9345805620503,1002.2199462310252,1015.4228526137821
1967-08-11,Singapore,Taiwan,3,3,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1.0,986.7064440498431,1000.9979735437232,986.7201520566283,1000.984265536938
1967-08-12,India,Thailand,1,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1.0,1008.8867611776333,984.3357229014968,1008.8632240639198,984.3592600152102
1967-08-12,Hong Kong,Vietnam Republic,0,5,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1.0,994.9831674285521,1003.3870341857231,994.4912294873985,1003.8789721268766
1967-08-13,Myanmar,South Korea,0,1,Merdeka Tournament,Ipoh,Malaysia,True,1.0,999.2037034448553,1015.4228526137821,998.7192592442459,1015.9072968143914
1967-08-13,DR Congo,Sudan,2,1,African Cup of Nations qualification,Kampala,Uganda,True,2.5,996.7887311214523,1003.0348326160818,998.053711841862,1001.7698518956721
1967-08-13,India,Western Australia,3,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True,1.0,1008.8632240639198,999.4968049619586,1009.3542387909273,999.0057902349511
1967-08-13,Indonesia,Singapore,4,1,Merdeka Tournament,Ipoh,Malaysia,True,1.0,1002.2199462310252,986.7201520566283,1002.7050799494857,986.2350183381678
1967-08-13,Malaysia,Hong Kong,3,0,Merdeka Tournament,Ipoh,Malaysia,False,1.0,997.1729399713156,994.4912294873985,997.6703671329471,993.993802325767
1967-08-15,Myanmar,Singapore,3,0,Merdeka Tournament,Ipoh,Malaysia,True,1.0,998.7192592442459,986.2350183381678,999.2072840235377,985.746993558876
